estrutura,cenario,tamanho_base,repeticao,quantidade_operacoes,operacoes_sucesso,tempo_total_segundos,tempo_medio_segundos,memoria_pico_bytes,quantidade_elementos,numero_comparacoes,numero_colisoes,fator_carga,maior_lista,numero_rotacoes,altura_arvore
avl,vendas,100,17,100,98,0.00035170000046491623,3.517000004649162e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,17,100,100,0.0003367000026628375,3.367000026628375e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,17,100,100,2.089992631226778e-05,2.089992631226778e-07,864,100,0,,,,0,8
hash,insercao,100,18,100,100,0.00032240001019090414,3.2240001019090415e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,18,100,100,0.00019689998589456081,1.9689998589456083e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,18,100,0,0.00017910008318722248,1.7910008318722248e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,18,10,10,3.100000321865082e-05,3.1000003218650817e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,18,100,98,0.00018589990213513374,1.8589990213513375e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,18,100,100,0.00020510004833340645,2.0510004833340644e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,18,100,100,4.0199956856667995e-05,4.0199956856667997e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,18,100,100,0.0008376999758183956,8.376999758183957e-06,10480,100,1074,,,,66,8
avl,busca_existente,100,18,100,100,0.00032430002465844154,3.2430002465844154e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,18,100,0,0.0005163000896573067,5.163000896573066e-06,112,100,618,,,,0,8
avl,remocao,100,18,10,10,0.00010050006676465273,1.0050006676465272e-05,48,90,65,,,,11,8
avl,vendas,100,18,100,98,0.0005877999356016517,5.877999356016516e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,18,100,100,0.0006887000054121017,6.887000054121017e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,18,100,100,4.0499959141016006e-05,4.0499959141016007e-07,864,100,0,,,,0,8
hash,insercao,100,19,100,100,0.00034529995173215866,3.4529995173215867e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,19,100,100,0.00021109997760504484,2.1109997760504482e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,19,100,0,0.00018360000103712082,1.8360000103712083e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,19,10,10,3.39999096468091e-05,3.39999096468091e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,19,100,98,0.00018540001474320889,1.8540001474320888e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,19,100,100,0.00020730006508529186,2.0730006508529185e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,19,100,100,4.1500083170831203e-05,4.15000831708312e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,19,100,100,0.001248599961400032,1.248599961400032e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,19,100,100,0.00023819995112717152,2.3819995112717153e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,19,100,0,0.00024009996559470892,2.4009996559470892e-06,112,100,618,,,,0,8
avl,remocao,100,19,10,10,4.569999873638153e-05,4.569999873638153e-06,48,90,65,,,,11,8
avl,vendas,100,19,100,98,0.00024239998310804367,2.4239998310804367e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,19,100,100,0.0006002000300213695,6.002000300213695e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,19,100,100,7.539999205619097e-05,7.539999205619097e-07,864,100,0,,,,0,8
hash,insercao,100,20,100,100,0.0008453999180346727,8.453999180346728e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,20,100,100,0.0003154999576508999,3.154999576508999e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,20,100,0,0.00024179997853934765,2.4179997853934764e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,20,10,10,4.909990821033716e-05,4.909990821033716e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,20,100,98,0.00028360006399452686,2.8360006399452688e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,20,100,100,0.0002720999764278531,2.720999764278531e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,20,100,100,6.120000034570694e-05,6.120000034570694e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,20,100,100,0.0013087999541312456,1.3087999541312456e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,20,100,100,0.00028740009292960167,2.8740009292960166e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,20,100,0,0.00023809995036572218,2.380999503657222e-06,112,100,618,,,,0,8
avl,remocao,100,20,10,10,4.740001168102026e-05,4.740001168102026e-06,48,90,65,,,,11,8
avl,vendas,100,20,100,98,0.0003128999378532171,3.1289993785321714e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,20,100,100,0.0003168999683111906,3.168999683111906e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,20,100,100,2.220005262643099e-05,2.2200052626430989e-07,864,100,0,,,,0,8
hash,insercao,100,21,100,100,0.0005862000398337841,5.862000398337841e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,21,100,100,0.00028119992930442095,2.8119992930442094e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,21,100,0,0.00042910000775009394,4.29100007750094e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,21,10,10,5.5299955420196056e-05,5.529995542019606e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,21,100,98,0.00030970002990216017,3.0970002990216015e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,21,100,100,0.0005755000747740269,5.755000747740269e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,21,100,100,0.00021239998750388622,2.1239998750388623e-06,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,21,100,100,0.0013407999649643898,1.3407999649643898e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,21,100,100,0.0003019000869244337,3.019000869244337e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,21,100,0,0.00027080008294433355,2.7080008294433354e-06,112,100,618,,,,0,8
avl,remocao,100,21,10,10,4.8900023102760315e-05,4.890002310276032e-06,48,90,65,,,,11,8
avl,vendas,100,21,100,98,0.0002471000188961625,2.471000188961625e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,21,100,100,0.0002707999665290117,2.7079996652901174e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,21,100,100,2.0399922505021095e-05,2.0399922505021094e-07,864,100,0,,,,0,8
hash,insercao,100,22,100,100,0.00040689995512366295,4.06899955123663e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,22,100,100,0.00023020000662654638,2.3020000662654637e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,22,100,0,0.00018350000027567148,1.835000002756715e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,22,10,10,3.750005271285772e-05,3.7500052712857722e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,22,100,98,0.00017769995611160994,1.7769995611160993e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,22,100,100,0.00020890007726848125,2.0890007726848127e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,22,100,100,4.780001472681761e-05,4.780001472681761e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,22,100,100,0.001284400001168251,1.284400001168251e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,22,100,100,0.00028769997879862785,2.8769997879862787e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,22,100,0,0.0004965000553056598,4.9650005530565976e-06,112,100,618,,,,0,8
avl,remocao,100,22,10,10,9.93999419733882e-05,9.939994197338819e-06,48,90,65,,,,11,8
avl,vendas,100,22,100,98,0.00043130002450197935,4.3130002450197934e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,22,100,100,0.00036910001654177904,3.6910001654177905e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,22,100,100,2.3399945348501205e-05,2.3399945348501205e-07,864,100,0,,,,0,8
hash,insercao,100,23,100,100,0.0003842000151053071,3.842000151053071e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,23,100,100,0.0001911000581458211,1.911000581458211e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,23,100,0,0.0001724000321701169,1.724000321701169e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,23,10,10,3.1100003980100155e-05,3.1100003980100156e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,23,100,98,0.00018239999189972878,1.8239999189972879e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,23,100,100,0.00025649997405707836,2.5649997405707836e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,23,100,100,5.1200040616095066e-05,5.120004061609507e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,23,100,100,0.0010882000206038356,1.0882000206038356e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,23,100,100,0.0002663999330252409,2.663999330252409e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,23,100,0,0.00023030000738799572,2.303000073879957e-06,112,100,618,,,,0,8
avl,remocao,100,23,10,10,4.650000482797623e-05,4.650000482797622e-06,48,90,65,,,,11,8
avl,vendas,100,23,100,98,0.0003209999995306134,3.209999995306134e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,23,100,100,0.0004031999269500375,4.031999269500375e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,23,100,100,3.0499999411404133e-05,3.049999941140413e-07,864,100,0,,,,0,8
hash,insercao,100,24,100,100,0.0004903000080958009,4.9030000809580084e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,24,100,100,0.00025729998014867306,2.5729998014867307e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,24,100,0,0.00020919996313750744,2.0919996313750743e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,24,10,10,4.039995837956667e-05,4.039995837956667e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,24,100,98,0.00022300006821751595,2.2300006821751596e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,24,100,100,0.0002316000172868371,2.316000172868371e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,24,100,100,4.229997284710407e-05,4.229997284710407e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,24,100,100,0.0008506999583914876,8.506999583914877e-06,10480,100,1074,,,,66,8
avl,busca_existente,100,24,100,100,0.000224500079639256,2.24500079639256e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,24,100,0,0.00023300002794712782,2.330000279471278e-06,112,100,618,,,,0,8
avl,remocao,100,24,10,10,4.650000482797623e-05,4.650000482797622e-06,48,90,65,,,,11,8
avl,vendas,100,24,100,98,0.00023990008048713207,2.3990008048713205e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,24,100,100,0.0002685000654309988,2.685000654309988e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,24,100,100,1.9300030544400215e-05,1.9300030544400214e-07,864,100,0,,,,0,8
hash,insercao,100,25,100,100,0.0004664999432861805,4.664999432861805e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,25,100,100,0.00026270002126693726,2.6270002126693724e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,25,100,0,0.0002410999732092023,2.410999732092023e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,25,10,10,4.730001091957092e-05,4.7300010919570925e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,25,100,98,0.0003046999918296933,3.046999918296933e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,25,100,100,0.00032650004141032696,3.2650004141032695e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,25,100,100,5.870009772479534e-05,5.870009772479534e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,25,100,100,0.0013080000644549727,1.3080000644549728e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,25,100,100,0.001007599988952279,1.007599988952279e-05,112,100,588,,,,0,8
avl,busca_inexistente,100,25,100,0,0.0003276999341323972,3.2769993413239716e-06,112,100,618,,,,0,8
avl,remocao,100,25,10,10,5.979998968541622e-05,5.9799989685416225e-06,48,90,65,,,,11,8
avl,vendas,100,25,100,98,0.0003793999785557389,3.793999785557389e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,25,100,100,0.00030960002914071083,3.096000291407108e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,25,100,100,2.019992098212242e-05,2.0199920982122422e-07,864,100,0,,,,0,8
hash,insercao,100,26,100,100,0.0003298000665381551,3.298000665381551e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,26,100,100,0.00019059993792325258,1.9059993792325258e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,26,100,0,0.00016389996744692326,1.6389996744692325e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,26,10,10,2.9499991796910763e-05,2.949999179691076e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,26,100,98,0.00019159994553774595,1.9159994553774597e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,26,100,100,0.0002831999445334077,2.8319994453340767e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,26,100,100,6.580003537237644e-05,6.580003537237645e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,26,100,100,0.0010201999684795737,1.0201999684795737e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,26,100,100,0.00030700000934302807,3.0700000934302805e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,26,100,0,0.00032410002313554287,3.2410002313554286e-06,112,100,618,,,,0,8
avl,remocao,100,26,10,10,6.54000323265791e-05,6.540003232657909e-06,48,90,65,,,,11,8
avl,vendas,100,26,100,98,0.00039240007754415274,3.924000775441528e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,26,100,100,0.00034930009860545397,3.49300098605454e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,26,100,100,4.200008697807789e-05,4.200008697807789e-07,864,100,0,,,,0,8
hash,insercao,100,27,100,100,0.0004868999822065234,4.868999822065234e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,27,100,100,0.00026160001289099455,2.6160001289099455e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,27,100,0,0.0001810999820008874,1.810999820008874e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,27,10,10,3.560003824532032e-05,3.560003824532032e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,27,100,98,0.00019530009012669325,1.9530009012669327e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,27,100,100,0.00022000004537403584,2.2000004537403584e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,27,100,100,4.1400082409381866e-05,4.1400082409381864e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,27,100,100,0.0008503999561071396,8.503999561071396e-06,10480,100,1074,,,,66,8
avl,busca_existente,100,27,100,100,0.0002549999626353383,2.5499996263533833e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,27,100,0,0.00023879995569586754,2.387999556958675e-06,112,100,618,,,,0,8
avl,remocao,100,27,10,10,4.549999721348286e-05,4.549999721348285e-06,48,90,65,,,,11,8
avl,vendas,100,27,100,98,0.0002391999587416649,2.3919995874166487e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,27,100,100,0.00026270002126693726,2.6270002126693724e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,27,100,100,1.9400031305849552e-05,1.9400031305849553e-07,864,100,0,,,,0,8
hash,insercao,100,28,100,100,0.000340700033120811,3.40700033120811e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,28,100,100,0.0002661999315023422,2.6619993150234224e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,28,100,0,0.0002540999557822943,2.5409995578229428e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,28,10,10,4.8900023102760315e-05,4.890002310276032e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,28,100,98,0.0004865999799221754,4.865999799221754e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,28,100,100,0.0004621000261977315,4.6210002619773145e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,28,100,100,9.58999153226614e-05,9.58999153226614e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,28,100,100,0.0011156999971717596,1.1156999971717595e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,28,100,100,0.000246899900957942,2.46899900957942e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,28,100,0,0.00029690004885196686,2.9690004885196686e-06,112,100,618,,,,0,8
avl,remocao,100,28,10,10,5.679996684193611e-05,5.6799966841936115e-06,48,90,65,,,,11,8
avl,vendas,100,28,100,98,0.000309899915009737,3.0989991500973702e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,28,100,100,0.00027550000231713057,2.7550000231713057e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,28,100,100,1.880002673715353e-05,1.880002673715353e-07,864,100,0,,,,0,8
hash,insercao,100,29,100,100,0.00023579993285238743,2.3579993285238744e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,29,100,100,0.00020809995476156473,2.0809995476156475e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,29,100,0,0.0002047000452876091,2.047000452876091e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,29,10,10,3.559992182999849e-05,3.559992182999849e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,29,100,98,0.00019200006499886513,1.9200006499886513e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,29,100,100,0.000201700022444129,2.01700022444129e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,29,100,100,3.709993325173855e-05,3.709993325173855e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,29,100,100,0.0012717999052256346,1.2717999052256346e-05,10480,100,1074,,,,66,8
avl,busca_existente,100,29,100,100,0.000332699972204864,3.32699972204864e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,29,100,0,0.0005355000030249357,5.355000030249357e-06,112,100,618,,,,0,8
avl,remocao,100,29,10,10,6.680004298686981e-05,6.6800042986869815e-06,48,90,65,,,,11,8
avl,vendas,100,29,100,98,0.0003181000938639045,3.1810009386390448e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,29,100,100,0.00033459998667240143,3.345999866724014e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,29,100,100,2.2300053387880325e-05,2.2300053387880325e-07,864,100,0,,,,0,8
hash,insercao,100,30,100,100,0.00044219999108463526,4.421999910846353e-06,2624,100,27,21,0.4975124378109453,4,,
hash,busca_existente,100,30,100,100,0.00020889996085315943,2.088999608531594e-06,96,100,127,0,0.4975124378109453,4,,
hash,busca_inexistente,100,30,100,0,0.0001900999341160059,1.9009993411600589e-06,96,100,45,0,0.4975124378109453,4,,
hash,remocao,100,30,10,10,3.3800024539232254e-05,3.3800024539232254e-06,200,90,11,0,0.44776119402985076,4,,
hash,vendas,100,30,100,98,0.0001933000748977065,1.933000748977065e-06,96,100,121,0,0.4975124378109453,4,,
hash,operacoes_mistas,100,30,100,100,0.00021540001034736633,2.1540001034736635e-06,264,100,131,0,0.4975124378109453,4,,
hash,listagem_codigo,100,30,100,100,4.2500090785324574e-05,4.2500090785324574e-07,1984,100,0,0,0.4975124378109453,4,,
avl,insercao,100,30,100,100,0.0008466999279335141,8.466999279335141e-06,10480,100,1074,,,,66,8
avl,busca_existente,100,30,100,100,0.00022519996855407953,2.251999685540795e-06,112,100,588,,,,0,8
avl,busca_inexistente,100,30,100,0,0.00023040000814944506,2.3040000814944505e-06,112,100,618,,,,0,8
avl,remocao,100,30,10,10,4.579999949783087e-05,4.579999949783087e-06,48,90,65,,,,11,8
avl,vendas,100,30,100,98,0.00024359999224543571,2.4359999224543574e-06,112,100,592,,,,0,8
avl,operacoes_mistas,100,30,100,100,0.00030720001086592674,3.0720001086592673e-06,256,100,588,,,,0,8
avl,listagem_codigo,100,30,100,100,3.100000321865082e-05,3.100000321865082e-07,864,100,0,,,,0,8
hash,insercao,1000,1,1000,1000,0.003692000056616962,3.692000056616962e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,1,1000,1000,0.004276700085029006,4.276700085029006e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,1,1000,0,0.00224609998986125,2.24609998986125e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,1,100,100,0.00037949997931718826,3.7949997931718825e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,1,1000,975,0.006325899972580373,6.325899972580374e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,1,1000,997,0.003620400093495846,3.620400093495846e-06,584,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,1,1000,1000,0.00025969999842345715,2.5969999842345715e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,1,1000,1000,0.019300100044347346,1.9300100044347347e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,1,1000,1000,0.00553530000615865,5.53530000615865e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,1,1000,0,0.005248799920082092,5.248799920082092e-06,112,1000,10316,,,,0,12
avl,remocao,1000,1,100,100,0.0010380999883636832,1.0380999883636832e-05,144,900,1007,,,,37,12
avl,vendas,1000,1,1000,975,0.005515900091268122,5.515900091268122e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,1,1000,997,0.006094400072470307,6.094400072470307e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,1,1000,1000,0.00012099999003112316,1.2099999003112317e-07,8800,1000,0,,,,0,12
hash,insercao,1000,2,1000,1000,0.003603599965572357,3.603599965572357e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,2,1000,1000,0.002674899995326996,2.674899995326996e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,2,1000,0,0.002938200021162629,2.938200021162629e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,2,100,100,0.0003925000783056021,3.925000783056021e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,2,1000,975,0.005134099978022277,5.134099978022277e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,2,1000,997,0.004997299984097481,4.997299984097481e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,2,1000,1000,0.0004589000018313527,4.589000018313527e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,2,1000,1000,0.018112999969162047,1.8112999969162045e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,2,1000,1000,0.006108400062657893,6.1084000626578924e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,2,1000,0,0.005374400061555207,5.374400061555207e-06,112,1000,10316,,,,0,12
avl,remocao,1000,2,100,100,0.0010060000931844115,1.0060000931844115e-05,144,900,1007,,,,37,12
avl,vendas,1000,2,1000,975,0.0072098999517038465,7.209899951703847e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,2,1000,997,0.006160399992950261,6.16039999295026e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,2,1000,1000,0.0001246999017894268,1.246999017894268e-07,8800,1000,0,,,,0,12
hash,insercao,1000,3,1000,1000,0.003768900060094893,3.768900060094893e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,3,1000,1000,0.0042637999868020415,4.263799986802041e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,3,1000,0,0.0019201000686734915,1.9201000686734914e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,3,100,100,0.00039840000681579113,3.984000068157912e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,3,1000,975,0.002789100049994886,2.789100049994886e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,3,1000,997,0.0034969999687746167,3.4969999687746167e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,3,1000,1000,0.0002891999902203679,2.891999902203679e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,3,1000,1000,0.017564699985086918,1.756469998508692e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,3,1000,1000,0.005801400053314865,5.801400053314864e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,3,1000,0,0.0065706000896170735,6.570600089617074e-06,112,1000,10316,,,,0,12
avl,remocao,1000,3,100,100,0.001059599919244647,1.059599919244647e-05,144,900,1007,,,,37,12
avl,vendas,1000,3,1000,975,0.005518199992366135,5.518199992366135e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,3,1000,997,0.0067625000374391675,6.762500037439167e-06,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,3,1000,1000,0.000125700025819242,1.2570002581924201e-07,8800,1000,0,,,,0,12
hash,insercao,1000,4,1000,1000,0.005214700009673834,5.214700009673834e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,4,1000,1000,0.002611899981275201,2.6118999812752008e-06,224,1000,1196,0,0.49975012493753124,3,,
hash,busca_inexistente,1000,4,1000,0,0.0019617999205365777,1.9617999205365777e-06,192,1000,492,0,0.49975012493753124,3,,
hash,remocao,1000,4,100,100,0.0009615999879315495,9.615999879315495e-06,1032,900,124,0,0.4497751124437781,3,,
hash,vendas,1000,4,1000,975,0.005347499973140657,5.347499973140657e-06,224,1000,1203,0,0.49975012493753124,3,,
hash,operacoes_mistas,1000,4,1000,997,0.0034956999588757753,3.4956999588757752e-06,632,1000,1192,0,0.49975012493753124,3,,
hash,listagem_codigo,1000,4,1000,1000,0.0002701999619603157,2.701999619603157e-07,31600,1000,0,0,0.49975012493753124,3,,
avl,insercao,1000,4,1000,1000,0.017443299992009997,1.744329999201e-05,104208,1000,17610,,,,707,12
avl,busca_existente,1000,4,1000,1000,0.005176600068807602,5.176600068807602e-06,144,1000,9275,,,,0,12
avl,busca_inexistente,1000,4,1000,0,0.009325699997134507,9.325699997134507e-06,112,1000,10316,,,,0,12
avl,remocao,1000,4,100,100,0.001046599936671555,1.046599936671555e-05,144,900,1007,,,,37,12
avl,vendas,1000,4,1000,975,0.007170500000938773,7.170500000938773e-06,144,1000,9289,,,,0,12
avl,operacoes_mistas,1000,4,1000,997,0.01215660001616925,1.215660001616925e-05,480,1000,9232,,,,0,12
avl,listagem_codigo,1000,4,1000,1000,0.00013689999468624592,1.3689999468624592e-07,8800,1000,0,,,,0,12
hash,insercao,1000,5,1000,1000,0.003693199949339032,3.6931999493390323e-06,26512,1000,196,176,0.49975012493753124,3,,
hash,busca_existente,1000,5,1000,1000,0.005782999913208187,5.782999913208187e-06,224,1000,1196,0,0.49975012493753124,3,,
